Cust Name,Cust State,Customer ID,Customer Type,Emp ID,Employee Job Title,Employee Name,Order Date,Order Num,Order Type,Prod Category,Prod Name,Prod Number,Sales Region,Discount,Order Total,Price,Quantity
Bird Pieracci,Nevada,2003,Individual,900019907,Sales Associate I,Lorrie Ellison,10/06/2021,1106222,Retail,Mineral water,Mineral Water - Cranberry - 32oz - case,MW272,Southwest,0,20.99,20.99,1
Joelle Vollam,Texas,3226,Individual,900010859,Sales Representative,Nick Chen,10/06/2021,1106223,Retail,Supplements,Vitamin D3 1000 IU - 160 capsules,SP609,S Central East,0,8.99,8.99,1
Lorain Siebert,Delaware,2363,Individual,900010453,Senior Sales Representative,Sean Fetterman,10/06/2021,1106224,Retail,Supplements,Magnesium 250 mg - 100 tablets,SP123,Central East,0,44.7,22.35,2
Marjie Bodesson,New York,2573,Individual,900015961,Sales Associate III,Wynona Smith,10/06/2021,1106225,Retail,Fitness,Insulated water bottle - 24oz - Green,FT976,Northeast,0,19.99,19.99,1
Borer Inc,California,1303,Business,900017067,Senior Sales Representative,Christy Beedom,11/06/2021,1106226,Wholesale,Mineral water,Mineral Water - Cranberry -  20oz - case,MW172,Southwest,0.15,1558.81,14.99,104
Collins Group,Illinois,3651,Business,900015499,Senior Sales Associate,Lauren Skip,11/06/2021,1106227,Wholesale,Fitness,Insulated water bottle - 24oz - Purple,FT181,N Central East,0.08,2398.72,19.99,120
Klocko LLC,Connecticut,2260,Business,900015961,Sales Associate III,Wynona Smith,11/06/2021,1106228,Wholesale,Supplements,Calcium 400 IU - 200 tablets,SP603,Northeast,0.1,1529,16.99,90
Janeta Stein,Maryland,1910,Individual,900012995,Senior Sales Representative,Brenda Johnson,11/06/2021,1106229,Retail,Mineral water,Mineral Water - Lemon -  20oz - case,MW122,Central East,0,29.98,14.99,2
Gerty O'Shavlan,Missouri,2136,Individual,900012203,Sales Associate I,Christen Barrett,11/06/2021,1106230,Retail,Mineral water,Mineral Water - Strawberry - 32oz - case,MW262,S Central East,0,62.97,20.99,3
Cyndia Tupling,Minnesota,3755,Individual,900010428,Sales Representative,Cory Hall,11/06/2021,1106231,Retail,Supplements,Calcium 400 IU - 200 tablets,SP603,N Central East,0,16.99,16.99,1
Orelia Diter,Florida,2370,Individual,900015003,Sales Associate III,Cynthia Cash,11/06/2021,1106232,Retail,Supplements,Vitamin D3 1000 IU - 100 capsules,SP204,Southeast,0,13.98,6.99,2
Eugenie Carmo,California,1693,Individual,900010898,Sales Associate II,Dana Hart,11/06/2021,1106233,Retail,Supplements,Calcium 400 IU - 140 tablets,SP201,Southwest,0,25.98,12.99,2
Eada Andrejevic,Alabama,2645,Individual,900011701,Sales Representative,Susan Dixon,11/06/2021,1106234,Retail,Supplements,Multivitamin - 120 capsules,SP303,Southeast,0,21.6,21.6,1
Margaux Danielis,Georgia,1851,Individual,900011701,Sales Representative,Susan Dixon,11/06/2021,1106235,Retail,Fitness,Insulated water bottle - 40oz - Green,FT682,Southeast,0,28.79,28.79,1
Ransom Arthars,Texas,2212,Individual,900018483,Senior Sales Associate,Kendra Morales,11/06/2021,1106236,Retail,Fitness,Yoga ball - 55cm,FT609,S Central East,0,20.79,20.79,1
Brewster Tucsell,Texas,2054,Individual,900010859,Sales Representative,Nick Chen,11/06/2021,1106237,Retail,Mineral water,Mineral Water - Mango -  20oz - case,MW182,S Central East,0,14.99,14.99,1
Janeta Stein,Maryland,1910,Individual,900012995,Senior Sales Representative,Brenda Johnson,12/06/2021,1106238,Retail,Mineral water,Mineral Water - Lemon - 32oz - case,MW222,Central East,0,83.96,20.99,4
Lavena Hacard,Tennessee,1834,Individual,900012995,Senior Sales Representative,Brenda Johnson,12/06/2021,1106239,Retail,Supplements,Vitamin D3 1000 IU - 160 capsules,SP609,Central East,0,8.99,8.99,1
Danice Bannell,Florida,3289,Individual,900012349,Sales Associate I,Steve Gordon,12/06/2021,1106240,Retail,Supplements,Calcium 400 IU - 140 tablets,SP201,Southeast,0,25.98,12.99,2
Sherill Heis,Colorado,2024,Individual,900012320,Sales Associate,Mary Hamilton,12/06/2021,1106241,Retail,Supplements,Multivitamin - 90 capsules,SP601,S Central West,0,36.88,18.44,2
Elisha Harmstone,Texas,1692,Individual,900016320,Sales Associate II,Paul Turner,12/06/2021,1106242,Retail,Fitness,Insulated water bottle - 40oz - Green,FT682,S Central East,0,28.79,28.79,1
Claude Nisuis,Massachusetts,1688,Individual,900015105,Sales Representative,Sharla Campbell,12/06/2021,1106243,Retail,Fitness,Yoga mat - 3mm,FT525,Northeast,0,21.99,21.99,1
Marty Tomashov,Washington,1270,Individual,900016415,Sales Representative,Marsha Green,12/06/2021,1106244,Retail,Mineral water,Mineral Water - Peach -  20oz - case,MW142,Northwest,0,29.98,14.99,2
Rogahn LLC,North Carolina,2251,Business,900012995,Senior Sales Representative,Brenda Johnson,13/06/2021,1106245,Wholesale,Mineral water,Mineral Water - Lemon - 32oz - case,MW222,Central East,0.09,1595.15,20.99,76
Feeney Group,California,1452,Business,900013621,Sales Associate,Hannah Rosenstock,13/06/2021,1106246,Wholesale,Supplements,Magnesium 250 mg - 160 tablets,SP305,Southwest,0.13,3558.72,32.65,109
The Lakehouse Restaurant,Texas,2375,Business,900016320,Sales Associate II,Paul Turner,13/06/2021,1106247,Wholesale,Mineral water,Mineral Water - Lemon -  20oz - case,MW122,S Central East,0.06,1423.99,14.99,95
Florie Worshall,California,2937,Individual,900017067,Senior Sales Representative,Christy Beedom,13/06/2021,1106248,Retail,Mineral water,Mineral Water - Mango - 32oz - case,MW282,Southwest,0,41.98,20.99,2
Bealle Ferrolli,South Carolina,1278,Individual,900015003,Sales Associate III,Cynthia Cash,13/06/2021,1106249,Retail,Supplements,Vitamin B-complex - 100 capsules,SP125,Southeast,0,13.45,13.45,1
Rosie Primak,Nevada,2602,Individual,900010898,Sales Associate II,Dana Hart,13/06/2021,1106250,Retail,Supplements,Vitamin B-complex - 160 capsules,SP203,Southwest,0,19.52,19.52,1
Margarette Tebbit,North Carolina,2012,Individual,900013649,Senior Sales Representative,John Ashwin,13/06/2021,1106251,Retail,Supplements,Calcium 400 IU - 200 tablets,SP603,Central East,0,33.98,16.99,2
Jessalin Bestwerthick,Alabama,3353,Individual,900013410,Sales Associate III,Kristen Phillips,13/06/2021,1106252,Retail,Supplements,Multivitamin - 180 capsules,SP120,Southeast,0,55,27.5,2
Ynes Tuson,Illinois,1956,Individual,900015499,Senior Sales Associate,Lauren Skip,13/06/2021,1106253,Retail,Fitness,Insulated water bottle - 40oz - Pink,FT644,N Central East,0,28.79,28.79,1
Jordain Clears,Missouri,2746,Individual,900010859,Sales Representative,Nick Chen,13/06/2021,1106254,Retail,Fitness,Kettlebell - 30 lb,FT350,S Central East,0,159.98,79.99,2
Alano Fairpo,New York,1555,Individual,900015105,Sales Representative,Sharla Campbell,13/06/2021,1106255,Retail,Mineral water,Mineral Water - Blueberry - 32oz - case,MW122,Northeast,0,20.99,20.99,1
Rogahn Group,Washington,2716,Business,900013610,Sales Associate I,Sue Nguyen,14/06/2021,1106256,Retail,Mineral water,Mineral Water - Strawberry - 32oz - case,MW262,Northwest,0,1574.25,20.99,75
Marty Tomashov,Washington,1270,Individual,900016415,Sales Representative,Marsha Green,14/06/2021,1106257,Retail,Mineral water,Mineral Water - Raspberry -  20oz - case,MW152,Northwest,0,44.97,14.99,3
Fisher Inc,California,3335,Business,900019856,Sales Associate I,Henry Rodriguez,15/06/2021,1106258,Wholesale,Supplements,Multivitamin - 180 capsules,SP120,Southwest,0.12,5307.38,27.5,193
Brigitta Dearlove,North Carolina,3745,Individual,900012995,Senior Sales Representative,Brenda Johnson,15/06/2021,1106259,Retail,Mineral water,Mineral Water - Lemon - 32oz - case,MW222,Central East,0,125.94,20.99,6
Nydia Gyse,California,2332,Individual,900019907,Sales Associate I,Lorrie Ellison,15/06/2021,1106260,Retail,Supplements,Vitamin B-complex - 100 capsules,SP125,Southwest,0,13.45,13.45,1
Hanny Goslin,California,1889,Individual,900011079,Sales Representative,Marla Phifer,15/06/2021,1106261,Retail,Supplements,Multivitamin - 180 capsules,SP120,Southwest,0,55,27.5,2
Elicia Scorrer,Texas,3206,Individual,900018712,Sales Associate II,Dru Clingman,16/06/2021,1106262,Retail,Fitness,Battle rope - 2 inch,FT871,S Central East,0,120.25,120.25,1
Lonna Blowfelde,Nevada,3323,Individual,900013621,Sales Associate,Hannah Rosenstock,16/06/2021,1106263,Retail,Fitness,Resistance bands - 40 lb,FT439,Southwest,0,13.99,13.99,1
Caryl Millyard,California,3999,Individual,900019907,Sales Associate I,Lorrie Ellison,16/06/2021,1106264,Retail,Mineral water,Mineral Water - Peach -32oz - case,MW242,Southwest,0,20.99,20.99,1
Raynor LLC,Missouri,2662,Business,900018712,Sales Associate II,Dru Clingman,17/06/2021,1106265,Wholesale,Mineral water,Mineral Water - Strawberry - 32oz - case,MW262,S Central East,0.06,1973,20.99,94
Starlene Klausen,Oklahoma,1330,Individual,900012203,Sales Associate I,Christen Barrett,17/06/2021,1106266,Retail,Mineral water,Mineral Water - Natural - 20oz - case,MW102,S Central East,0,25.98,12.99,2
Rasla Greening,Texas,2416,Individual,900018712,Sales Associate II,Dru Clingman,17/06/2021,1106267,Retail,Supplements,Vitamin D3 1000 IU - 100 capsules,SP204,S Central East,0,6.99,6.99,1
Derril Durran,Georgia,1192,Individual,900019334,Sales Associate I,Mitch White,17/06/2021,1106268,Retail,Supplements,Vitamin B-complex - 200 capsules,SP607,Southeast,0,24.1,24.1,1
Dee dee Garbott,North Carolina,1943,Individual,900010453,Senior Sales Representative,Sean Fetterman,17/06/2021,1106269,Retail,Supplements,Multivitamin - 180 capsules,SP120,Central East,0,55,27.5,2
Labadie Group,California,1273,Business,900017067,Senior Sales Representative,Christy Beedom,18/06/2021,1106270,Retail,Supplements,Multivitamin - 90 capsules,SP601,Southwest,0,3448.28,18.44,187
Stokes Group,North Carolina,1615,Business,900012995,Senior Sales Representative,Brenda Johnson,18/06/2021,1106271,Wholesale,Mineral water,Mineral Water - Raspberry - 32oz - case,MW252,Central East,0.11,2035.92,20.99,97
Ellie Worley,Ohio,2864,Individual,900012746,Senior Sales Representative,Becky Allen,18/06/2021,1106272,Retail,Supplements,Calcium 400 IU - 140 tablets,SP201,N Central East,0,25.98,12.99,2
Chase Watson,Nebraska,1160,Individual,900016111,Sales Associate I,Edward Loveless,18/06/2021,1106273,Retail,Fitness,Insulated water bottle - 24oz - Purple,FT181,N Central West,0,19.99,19.99,1
Devlin Huntley,California,2147,Individual,900019856,Sales Associate I,Henry Rodriguez,18/06/2021,1106274,Retail,Fitness,Insulated water bottle - 24oz -Blue,FT139,Southwest,0,59.97,19.99,3
Brett Blues,Missouri,2835,Individual,900018483,Senior Sales Associate,Kendra Morales,18/06/2021,1106275,Retail,Mineral water,Mineral Water - Strawberry -  20oz - case,MW162,S Central East,0,29.98,14.99,2
Homenick Group,Texas,1425,Business,900016320,Sales Associate II,Paul Turner,19/06/2021,1106276,Wholesale,Supplements,Magnesium 250 mg - 100 tablets,SP123,S Central East,0.11,2413.69,22.35,108
Jenna Crofts,Minnesota,2506,Individual,900012746,Senior Sales Representative,Becky Allen,19/06/2021,1106277,Retail,Supplements,Multivitamin - 180 capsules,SP120,N Central East,0,27.5,27.5,1
Tiena McGarry,District of Columbia,1265,Individual,900012995,Senior Sales Representative,Brenda Johnson,19/06/2021,1106278,Retail,Supplements,Vitamin B-complex - 100 capsules,SP125,Central East,0,26.9,13.45,2
Robby Dury,Wisconsin,3286,Individual,900012506,Sales Associate V,Lisa Sanchez,19/06/2021,1106279,Retail,Fitness,Insulated water bottle - 40oz - Purple,FT344,N Central East,0,86.37,28.79,3
Brew Luton,Florida,3888,Individual,900016625,Sales Representative,Marshal Alexander,19/06/2021,1106280,Retail,Mineral water,Mineral Water - Natural -  32oz - case,MW202,Southeast,0,50.97,16.99,3
Rau Group,Oklahoma,1924,Business,900010859,Sales Representative,Nick Chen,20/05/2021,1106281,Wholesale,Supplements,Calcium 400 IU - 200 tablets,SP603,S Central East,0.06,883.42,16.99,52
Ezekiel Olyonov,District of Columbia,1472,Individual,900012995,Senior Sales Representative,Brenda Johnson,20/06/2021,1106282,Retail,Supplements,Vitamin B-complex - 100 capsules,SP125,Central East,0,26.9,13.45,2
Nancey Kelley,Colorado,1324,Individual,900015696,Sales Associate I,Greg Wood,20/06/2021,1106283,Retail,Supplements,Vitamin D3 1000 IU - 100 capsules,SP204,S Central West,0,6.99,6.99,1
Willard Sayer,Florida,3903,Individual,900019334,Sales Associate I,Mitch White,20/06/2021,1106284,Retail,Fitness,Resistance bands - 50 lb,FT258,Southeast,0,14.99,14.99,1
Natividad de Pinna,Alabama,1682,Individual,900016625,Sales Representative,Marshal Alexander,20/06/2021,1106285,Retail,Mineral water,Mineral Water - Natural -  32oz - case,MW202,Southeast,0,50.97,16.99,3
Feest Depot,Virginia,4030,Business,900010453,Senior Sales Representative,Sean Fetterman,21/06/2021,1106286,Retail,Supplements,Vitamin B-complex - 100 capsules,SP125,Central East,0,1156.7,13.45,86
Eldridge Winman,Nevada,1905,Individual,900017067,Senior Sales Representative,Christy Beedom,21/06/2021,1106287,Retail,Supplements,Multivitamin - 120 capsules,SP303,Southwest,0,43.2,21.6,2
Laurene Jameson,North Carolina,1302,Individual,900014055,Sales Associate II,Daniel Phillips,21/06/2021,1106288,Retail,Fitness,Resistance bands - set of 5,FT870,Central East,0,110,55,2
Jeanelle Rayhill,Louisiana,1234,Individual,900018712,Sales Associate II,Dru Clingman,21/06/2021,1106289,Retail,Mineral water,Mineral Water - Orange - 32oz - case,MW232,S Central East,0,20.99,20.99,1
Fredrika Steers,Ohio,2348,Individual,900015499,Senior Sales Associate,Lauren Skip,21/06/2021,1106290,Retail,Mineral water,Mineral Water - Blueberry -  20oz - case,MW112,N Central East,0,29.98,14.99,2
Estel Hamprecht,Tennessee,1797,Individual,900019273,Sales Representative,Michelle Howard,21/06/2021,1106291,Retail,Mineral water,Mineral Water - Strawberry -  20oz - case,MW162,Central East,0,44.97,14.99,3
Philippa Monini,Virginia,1468,Individual,900019273,Sales Representative,Michelle Howard,21/06/2021,1106292,Retail,Supplements,Flaxseed Oil 1000mg - 90 capsules,SP304,Central East,0,12.49,12.49,1
Hermine Fruin,North Carolina,3020,Individual,900019273,Sales Representative,Michelle Howard,21/06/2021,1106293,Retail,Supplements,Calcium 400 IU - 140 tablets,SP201,Central East,0,12.99,12.99,1
Ashlen Boakes,Louisiana,2510,Individual,900016320,Sales Associate II,Paul Turner,21/05/2021,1106294,Retail,Supplements,Magnesium 250 mg - 100 tablets,SP123,S Central East,0,44.7,22.35,2
Mattie Janicki,Texas,1529,Individual,900016320,Sales Associate II,Paul Turner,21/06/2021,1106295,Retail,Supplements,Magnesium 250 mg - 160 tablets,SP305,S Central East,0,65.3,32.65,2
Marvin LLC,California,3550,Business,900019907,Sales Associate I,Lorrie Ellison,22/06/2021,1106296,Wholesale,Mineral water,Mineral Water - Lemon - 32oz - case,MW222,Southwest,0.07,2665.66,20.99,127
Sauveur Sein,Nebraska,1248,Individual,900016111,Sales Associate I,Edward Loveless,22/06/2021,1106297,Retail,Supplements,Calcium 400 IU - 200 tablets,SP603,N Central West,0,33.98,16.99,2
Ira Hale,Florida,2661,Individual,900019334,Sales Associate I,Mitch White,22/06/2021,1106298,Retail,Supplements,Calcium 400 IU - 200 tablets,SP603,Southeast,0,16.99,16.99,1
Kennie Kington,Texas,3566,Individual,900010859,Sales Representative,Nick Chen,22/06/2021,1106299,Retail,Fitness,Insulated water bottle - 24oz - Pink,FT172,S Central East,0,39.98,19.99,2
Greenholt Inc,Alabama,3876,Business,900015003,Sales Associate III,Cynthia Cash,23/06/2021,1106300,Wholesale,Supplements,Multivitamin - 120 capsules,SP303,Southeast,0.12,3995.88,21.6,185
Darb Meaddowcroft,Washington,2827,Individual,900016415,Sales Representative,Marsha Green,23/06/2021,1106301,Retail,Fitness,Insulated water bottle - 40oz - Blue,FT174,Northwest,0,28.79,28.79,1
Forrest Hasely,New York,1589,Individual,900015961,Sales Associate III,Wynona Smith,23/06/2021,1106302,Retail,Fitness,Resistance bands - 50 lb,FT258,Northeast,0,14.99,14.99,1
Andree Vango,Michigan,1293,Individual,900012746,Senior Sales Representative,Becky Allen,24/06/2021,1106303,Retail,Mineral water,Mineral Water - Strawberry -  20oz - case,MW162,N Central East,0,14.99,14.99,1
Winnifred Oxlee,Florida,1181,Individual,900015003,Sales Associate III,Cynthia Cash,24/06/2021,1106304,Retail,Mineral water,Mineral Water - Strawberry - 32oz - case,MW262,Southeast,0,62.97,20.99,3
Floyd Narbett,Texas,3229,Individual,900018712,Sales Associate II,Dru Clingman,24/06/2021,1106305,Retail,Mineral water,Mineral Water - Raspberry - 32oz - case,MW252,S Central East,0,83.96,20.99,4
Jefferson Aers,Nevada,2597,Individual,900013621,Sales Associate,Hannah Rosenstock,24/05/2021,1106306,Retail,Supplements,Vitamin B-complex - 100 capsules,SP125,Southwest,0,13.45,13.45,1
Lonnie McComiskie,Hawaii,2750,Individual,900019856,Sales Associate I,Henry Rodriguez,24/06/2021,1106307,Retail,Supplements,Calcium 400 IU - 140 tablets,SP201,Southwest,0,25.98,12.99,2
Greer Bednell,Ohio,2382,Individual,900012506,Sales Associate V,Lisa Sanchez,24/06/2021,1106308,Retail,Supplements,Vitamin C-1000 mg - 140 tablets,SP126,N Central East,0,29.2,14.6,2
Charlena Lille,Alabama,1197,Individual,900016625,Sales Representative,Marshal Alexander,24/06/2021,1106309,Retail,Supplements,Vitamin B-complex - 160 capsules,SP203,Southeast,0,39.04,19.52,2
Binny Whetson,New York,2710,Individual,900015961,Sales Associate III,Wynona Smith,24/06/2021,1106310,Retail,Supplements,Vitamin C-1000 mg - 80 tablets,SP306,Northeast,0,9.49,9.49,1
Sawayn Inc,Arizona,2240,Business,900017953,Sales Associate I,Carrie Jordan,25/05/2021,1106311,Wholesale,Mineral water,Mineral Water - Raspberry -  20oz - case,MW152,S Central West,0.03,674.52,14.99,45
Lucila Aylward,Texas,3692,Individual,900019019,Senior Sales Associate,Tiffany Cooper,25/06/2021,1106312,Retail,Supplements,Flaxseed Oil 1000mg - 120 capsules,SP121,S Central East,0,16.99,16.99,1
Lesli Ormes,Illinois,3941,Individual,900012746,Senior Sales Representative,Becky Allen,25/06/2021,1106313,Retail,Fitness,Resistance bands - 10 lb,FT727,N Central East,0,10.99,10.99,1
Ronnie Duckhouse,District of Columbia,3255,Individual,900013649,Senior Sales Representative,John Ashwin,25/06/2021,1106314,Retail,Fitness,Yoga ball - 55cm,FT609,Central East,0,20.79,20.79,1
Dalenna Oliver-Paull,Indiana,3379,Individual,900015499,Senior Sales Associate,Lauren Skip,25/06/2021,1106315,Retail,Fitness,Yoga mat - 4mm,FT962,N Central East,0,24.99,24.99,1
Klara Cotton,California,1152,Individual,900011079,Sales Representative,Marla Phifer,25/06/2021,1106316,Retail,Mineral water,Mineral Water - Peach -  20oz - case,MW142,Southwest,0,44.97,14.99,3
Chuck Sarvar,Tennessee,3659,Individual,900018213,Senior Sales Representative,Tony Hendricks,25/06/2021,1106317,Retail,Mineral water,Mineral Water - Mango -  20oz - case,MW182,Central East,0,59.96,14.99,4
Barrows Group,Texas,2982,Business,900012203,Sales Associate I,Christen Barrett,26/06/2021,1106318,Retail,Mineral water,Mineral Water - Cranberry - 32oz - case,MW272,S Central East,0,1070.49,20.99,51
Romaguera Inc,Michigan,3026,Business,900012283,Sales Associate,Nicole Hansen,26/06/2021,1106319,Retail,Mineral water,Mineral Water - Lemon - 32oz - case,MW222,N Central East,0,3148.5,20.99,150
Collins LLC,Texas,2279,Business,900018483,Senior Sales Associate,Kendra Morales,26/06/2021,1106320,Wholesale,Fitness,Yoga ball - 65cm,FT485,S Central East,0.03,1207.84,22.79,53
Jacobson Inc,Texas,2624,Business,900010859,Sales Representative,Nick Chen,26/06/2021,1106321,Wholesale,Mineral water,Mineral Water - Blueberry -  20oz - case,MW112,S Central East,0.11,1154.12,14.99,77
Melina Hawford,Texas,2656,Individual,900012203,Sales Associate I,Christen Barrett,26/06/2021,1106322,Retail,Supplements,Magnesium 250 mg - 160 tablets,SP305,S Central East,0,32.65,32.65,1
Sidonia Maffy,California,3071,Individual,900017067,Senior Sales Representative,Christy Beedom,26/06/2021,1106323,Retail,Fitness,Resistance bands - 40 lb,FT439,Southwest,0,13.99,13.99,1
Annadiana Belch,Michigan,3867,Individual,900010428,Sales Representative,Cory Hall,26/06/2021,1106324,Retail,Mineral water,Mineral Water - Blueberry - 32oz - case,MW122,N Central East,0,62.97,20.99,3
Leila Glabach,Virginia,2301,Individual,900013649,Senior Sales Representative,John Ashwin,26/06/2021,1106325,Retail,Supplements,Multivitamin - 90 capsules,SP601,Central East,0,36.88,18.44,2
Charil Seear,Ohio,4000,Individual,900012506,Sales Associate V,Lisa Sanchez,26/06/2021,1106326,Retail,Supplements,Iron 65 mg - 150 capsules,SP602,N Central East,0,6.95,6.95,1
Ada Byrth,Texas,2326,Individual,900010859,Sales Representative,Nick Chen,26/06/2021,1106327,Retail,Fitness,Slam ball - 20 lb,FT358,S Central East,0,52.95,52.95,1
Quintin Humerstone,Texas,3046,Individual,900016320,Sales Associate II,Paul Turner,26/06/2021,1106328,Retail,Mineral water,Mineral Water - Orange -  20oz - case,MW132,S Central East,0,44.97,14.99,3
Rey Attersoll,Tennessee,3290,Individual,900010453,Senior Sales Representative,Sean Fetterman,26/06/2021,1106329,Retail,Mineral water,Mineral Water - Raspberry - 32oz - case,MW252,Central East,0,62.97,20.99,3
Lowe LLC,California,1656,Business,900013621,Sales Associate,Hannah Rosenstock,27/06/2021,1106330,Wholesale,Fitness,Kettlebell - 10 lb,FT300,Southwest,0.14,2799.16,39.99,70
Aime Burhouse,North Carolina,4075,Individual,900018213,Senior Sales Representative,Tony Hendricks,27/06/2021,1106331,Retail,Supplements,Vitamin B-complex - 200 capsules,SP607,Central East,0,96.4,24.1,4
Janaya Cozzi,Maryland,2392,Individual,900018213,Senior Sales Representative,Tony Hendricks,27/06/2021,1106332,Retail,Supplements,Vitamin B-complex - 100 capsules,SP125,Central East,0,13.45,13.45,1
Lonni Rapinett,Ohio,1897,Individual,900012746,Senior Sales Representative,Becky Allen,27/06/2021,1106333,Retail,Supplements,Vitamin D3 1000 IU - 160 capsules,SP609,N Central East,0,8.99,8.99,1
Robinet Attenbrow,Colorado,1657,Individual,900017953,Sales Associate I,Carrie Jordan,27/06/2021,1106334,Retail,Supplements,Multivitamin - 120 capsules,SP303,S Central West,0,21.6,21.6,1
Jefferson Aers,Nevada,2597,Individual,900013621,Sales Associate,Hannah Rosenstock,27/06/2021,1106335,Retail,Fitness,Resistance bands - 30 lb,FT530,Southwest,0,38.97,12.99,3
Gilles Okeshott,Virginia,1937,Individual,900013649,Senior Sales Representative,John Ashwin,27/06/2021,1106336,Retail,Fitness,Yoga ball - 45cm,FT467,Central East,0,17.99,17.99,1
Gray Coltan,Indiana,2376,Individual,900012506,Sales Associate V,Lisa Sanchez,27/06/2021,1106337,Retail,Mineral water,Mineral Water - Blueberry -  20oz - case,MW112,N Central East,0,14.99,14.99,1
Kelley Essame,Texas,1714,Individual,900016320,Sales Associate II,Paul Turner,27/06/2021,1106338,Retail,Mineral water,Mineral Water - Peach -  20oz - case,MW142,S Central East,0,44.97,14.99,3
Maia Baudino,District of Columbia,3171,Individual,900018213,Senior Sales Representative,Tony Hendricks,28/06/2021,1106339,Retail,Mineral water,Mineral Water - Natural - 20oz - case,MW102,Central East,0,51.96,12.99,4
Chrissie Gothliff,Georgia,1716,Individual,900012349,Sales Associate I,Steve Gordon,28/06/2021,1106340,Retail,Mineral water,Mineral Water - Blueberry - 32oz - case,MW122,Southeast,0,62.97,20.99,3
Brendin Rickaby,Kansas,2269,Individual,900010428,Sales Representative,Cory Hall,28/06/2021,1106341,Retail,Mineral water,Mineral Water - Natural -  32oz - case,MW202,N Central East,0,67.96,16.99,4
Lucius Boddy,Indiana,2040,Individual,900010428,Sales Representative,Cory Hall,28/06/2021,1106342,Retail,Supplements,Vitamin C-1000 mg - 140 tablets,SP126,N Central East,0,29.2,14.6,2
Ellynn Stopps,Washington,3187,Individual,900010836,Senior Sales Representative,Constantine Acosta,28/06/2021,1106343,Retail,Supplements,Magnesium 250 mg - 100 tablets,SP123,Northwest,0,22.35,22.35,1
Merci Anning,Delaware,2611,Individual,900014055,Sales Associate II,Daniel Phillips,28/06/2021,1106344,Retail,Supplements,Multivitamin - 120 capsules,SP303,Central East,0,64.8,21.6,3
Betteann Grace,Colorado,2352,Individual,900017953,Sales Associate I,Carrie Jordan,28/06/2021,1106345,Retail,Supplements,Vitamin C-1000 mg - 140 tablets,SP126,S Central West,0,14.6,14.6,1
Grazia Rasmus,District of Columbia,2904,Individual,900013649,Senior Sales Representative,John Ashwin,28/06/2021,1106346,Retail,Supplements,Vitamin D3 1000 IU - 160 capsules,SP609,Central East,0,8.99,8.99,1
Garrett Chaloner,Texas,2612,Individual,900018483,Senior Sales Associate,Kendra Morales,28/06/2021,1106347,Retail,Supplements,Calcium 400 IU - 200 tablets,SP603,S Central East,0,16.99,16.99,1
Saundra Ambler,Pennsylvania,3570,Individual,900014621,Sales Associate II,Shantel Francis,28/06/2021,1106348,Retail,Supplements,Multivitamin - 180 capsules,SP120,Northeast,0,27.5,27.5,1
Georgeanne Eaves,Connecticut,3998,Individual,900015961,Sales Associate III,Wynona Smith,28/06/2021,1106349,Retail,Fitness,Resistance bands - 40 lb,FT439,Northeast,0,13.99,13.99,1
Bergstrom Group,Nebraska,2000,Business,900016111,Sales Associate I,Edward Loveless,29/06/2021,1106350,Wholesale,Mineral water,Mineral Water - Peach -  20oz - case,MW142,N Central West,0.14,1468.88,14.99,98
Bode Group,Connecticut,1648,Business,900014621,Sales Associate II,Shantel Francis,29/06/2021,1106351,Wholesale,Mineral water,Mineral Water - Natural - 20oz - case,MW102,Northeast,0.1,2377.07,12.99,183
Thatcher McQuillan,Florida,3881,Individual,900012349,Sales Associate I,Steve Gordon,29/06/2021,1106352,Retail,Fitness,Resistance bands - set of 5,FT870,Southeast,0,55,55,1
Ricky Hutchin,District of Columbia,2702,Individual,900013649,Senior Sales Representative,John Ashwin,29/06/2021,1106353,Retail,Fitness,Slam ball - 5 lb,FT280,Central East,0,43.95,43.95,1
Runolfsdottir LLC,Ohio,3033,Business,900012746,Senior Sales Representative,Becky Allen,30/06/2021,1106354,Wholesale,Supplements,Iron 65 mg - 80 capsules,SP202,N Central East,0.05,246.95,4.75,52
Ondricka LLC,Tennessee,2343,Business,900012995,Senior Sales Representative,Brenda Johnson,01/05/2021,1106355,Wholesale,Mineral water,Mineral Water - Lemon - 32oz - case,MW222,Central East,0.14,1742.03,20.99,83
Kathryn Barnish,Alabama,2872,Individual,900015003,Sales Associate III,Cynthia Cash,01/07/2021,1106356,Retail,Fitness,Kettlebell - 10 lb,FT300,Southeast,0,39.99,39.99,1
Anthe Sudron,Minnesota,1159,Individual,900012506,Sales Associate V,Lisa Sanchez,01/07/2021,1106357,Retail,Mineral water,Mineral Water - Lemon - 32oz - case,MW222,N Central East,0,41.98,20.99,2
Phaidra Ingerson,Arizona,4042,Individual,900012281,Sales Associate I,Logan Augur,01/07/2021,1106358,Retail,Supplements,Vitamin C-1000 mg - 140 tablets,SP126,S Central West,0,14.6,14.6,1
Sabine Abrahamian,North Carolina,1170,Individual,900019273,Sales Representative,Michelle Howard,01/07/2021,1106359,Retail,Supplements,Flaxseed Oil 1000mg - 120 capsules,SP121,Central East,0,33.98,16.99,2
